548	Tuguegarao	75	2006-02-15T04:45:25Z
549	Tychy	76	2006-02-15T04:45:25Z
550	Udaipur	44	2006-02-15T04:45:25Z
551	Udine	49	2006-02-15T04:45:25Z
552	Ueda	50	2006-02-15T04:45:25Z
553	Uijongbu	86	2006-02-15T04:45:25Z
554	Uluberia	44	2006-02-15T04:45:25Z
555	Urawa	50	2006-02-15T04:45:25Z
556	Uruapan	60	2006-02-15T04:45:25Z
557	Usak	97	2006-02-15T04:45:25Z
558	Usolje-Sibirskoje	80	2006-02-15T04:45:25Z
559	Uttarpara-Kotrung	44	2006-02-15T04:45:25Z
560	Vaduz	55	2006-02-15T04:45:25Z
561	Valencia	104	2006-02-15T04:45:25Z
562	Valle de la Pascua	104	2006-02-15T04:45:25Z
563	Valle de Santiago	60	2006-02-15T04:45:25Z
564	Valparai	44	2006-02-15T04:45:25Z
565	Vancouver	20	2006-02-15T04:45:25Z
566	Varanasi (Benares)	44	2006-02-15T04:45:25Z
567	Vicente López	6	2006-02-15T04:45:25Z
568	Vijayawada	44	2006-02-15T04:45:25Z
569	Vila Velha	15	2006-02-15T04:45:25Z
570	Vilnius	56	2006-02-15T04:45:25Z
571	Vinh	105	2006-02-15T04:45:25Z
572	Vitória de Santo Antão	15	2006-02-15T04:45:25Z
573	Warren	103	2006-02-15T04:45:25Z
574	Weifang	23	2006-02-15T04:45:25Z
575	Witten	38	2006-02-15T04:45:25Z
576	Woodridge	8	2006-02-15T04:45:25Z
577	Wroclaw	76	2006-02-15T04:45:25Z
578	Xi´angfan	23	2006-02-15T04:45:25Z
579	Xi´angtan	23	2006-02-15T04:45:25Z
580	Xintai	23	2006-02-15T04:45:25Z
581	Xinxiang	23	2006-02-15T04:45:25Z
582	Yamuna Nagar	44	2006-02-15T04:45:25Z
583	Yangor	65	2006-02-15T04:45:25Z
584	Yantai	23	2006-02-15T04:45:25Z
585	Yaoundé	19	2006-02-15T04:45:25Z
586	Yerevan	7	2006-02-15T04:45:25Z
587	Yinchuan	23	2006-02-15T04:45:25Z
588	Yingkou	23	2006-02-15T04:45:25Z
589	York	102	2006-02-15T04:45:25Z
590	Yuncheng	23	2006-02-15T04:45:25Z
591	Yuzhou	23	2006-02-15T04:45:25Z
592	Zalantun	23	2006-02-15T04:45:25Z
593	Zanzibar	93	2006-02-15T04:45:25Z
594	Zaoyang	23	2006-02-15T04:45:25Z
595	Zapopan	60	2006-02-15T04:45:25Z
596	Zaria	69	2006-02-15T04:45:25Z
597	Zeleznogorsk	80	2006-02-15T04:45:25Z
598	Zhezqazghan	51	2006-02-15T04:45:25Z
599	Zhoushan	23	2006-02-15T04:45:25Z
600	Ziguinchor	83	2006-02-15T04:45:25Z
