550,Udaipur,44,2020-02-15T06:59:28Z
551,Udine,49,2020-02-15T06:59:28Z
552,Ueda,50,2020-02-15T06:59:28Z
553,Uijongbu,86,2020-02-15T06:59:28Z
554,Uluberia,44,2020-02-15T06:59:28Z
555,Urawa,50,2020-02-15T06:59:28Z
556,Uruapan,60,2020-02-15T06:59:28Z
557,Usak,97,2020-02-15T06:59:28Z
558,Usolje-Sibirskoje,80,2020-02-15T06:59:28Z
559,Uttarpara-Kotrung,44,2020-02-15T06:59:28Z
560,Vaduz,55,2020-02-15T06:59:28Z
561,Valencia,104,2020-02-15T06:59:28Z
562,Valle de la Pascua,104,2020-02-15T06:59:28Z
563,Valle de Santiago,60,2020-02-15T06:59:28Z
564,Valparai,44,2020-02-15T06:59:28Z
565,Vancouver,20,2020-02-15T06:59:28Z
566,Varanasi (Benares),44,2020-02-15T06:59:28Z
567,Vicente Lpez,6,2020-02-15T06:59:28Z
568,Vijayawada,44,2020-02-15T06:59:28Z
569,Vila Velha,15,2020-02-15T06:59:28Z
570,Vilnius,56,2020-02-15T06:59:28Z
571,Vinh,105,2020-02-15T06:59:28Z
572,Vitria de Santo Anto,15,2020-02-15T06:59:28Z
573,Warren,103,2020-02-15T06:59:28Z
574,Weifang,23,2020-02-15T06:59:28Z
575,Witten,38,2020-02-15T06:59:28Z
576,Woodridge,8,2020-02-15T06:59:28Z
577,Wroclaw,76,2020-02-15T06:59:28Z
578,Xiangfan,23,2020-02-15T06:59:28Z
579,Xiangtan,23,2020-02-15T06:59:28Z
580,Xintai,23,2020-02-15T06:59:28Z
581,Xinxiang,23,2020-02-15T06:59:28Z
582,Yamuna Nagar,44,2020-02-15T06:59:28Z
583,Yangor,65,2020-02-15T06:59:28Z
584,Yantai,23,2020-02-15T06:59:28Z
585,Yaound,19,2020-02-15T06:59:28Z
586,Yerevan,7,2020-02-15T06:59:28Z
587,Yinchuan,23,2020-02-15T06:59:28Z
588,Yingkou,23,2020-02-15T06:59:28Z
589,York,102,2020-02-15T06:59:28Z
590,Yuncheng,23,2020-02-15T06:59:28Z
591,Yuzhou,23,2020-02-15T06:59:28Z
592,Zalantun,23,2020-02-15T06:59:28Z
593,Zanzibar,93,2020-02-15T06:59:28Z
594,Zaoyang,23,2020-02-15T06:59:28Z
595,Zapopan,60,2020-02-15T06:59:28Z
596,Zaria,69,2020-02-15T06:59:28Z
597,Zeleznogorsk,80,2020-02-15T06:59:28Z
598,Zhezqazghan,51,2020-02-15T06:59:28Z
599,Zhoushan,23,2020-02-15T06:59:28Z
600,Ziguinchor,83,2020-02-15T06:59:28Z
